,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
10975,271,772,6,1,22,10,14,26,16,24,21,3,29,39,8,12,9,19,16,62,19,28,0
10976,4065,50,51,1,7,34,14,19,2,48,21,3,41,15,19,2,13,5,11,8,31,28,0
10977,4557,6,1,7,10,17,8,2,43,42,3,23,15,8,2,5,30,16,78,40,52,0,0
10978,301,6,57,22,37,17,19,2,24,21,3,47,19,2,13,5,11,38,31,28,0,0,0
10979,391,6,1,7,10,14,8,12,96,53,87,29,15,36,12,30,16,19,12,8,36,27,0
10980,162,6,1,7,10,17,4,18,48,21,3,68,4,18,13,5,11,83,26,25,0,0,0
10981,208,32,33,1,7,34,14,5,12,43,42,3,29,15,19,12,20,81,30,25,0,0,0
10982,32,33,1,7,34,14,9,2,137,600,151,3,15,23,9,2,30,16,19,12,61,36,25
10983,251,6,1,7,10,14,26,2,43,42,3,29,15,26,2,13,5,11,19,4,28,0,0
10984,497,6,1,22,10,17,4,44,24,21,3,60,39,8,12,13,5,11,4,40,25,0,0
10985,2946,32,33,1,7,37,17,31,2,104,3,15,29,31,2,13,5,11,26,9,25,0,0
10986,6761,6,1,22,10,14,4,44,24,91,3,23,9,12,5,30,16,4,40,28,0,0,0
10987,762,762,32,33,1,7,37,17,4,18,130,55,3,92,4,18,13,5,11,79,31,27,0
10988,1091,32,33,1,7,10,17,26,12,43,42,3,29,58,15,26,12,9,19,16,74,35,28
10989,20,66,1,56,49,4,18,89,3,29,4,18,13,5,11,70,38,28,0,0,0,0,0
10990,20,6,1,22,10,14,4,18,24,21,3,47,4,18,13,5,11,71,38,27,0,0,0
10991,20,6,1,7,10,14,8,12,59,55,3,23,15,8,12,13,5,11,80,8,54,0,0
10992,340,50,51,1,7,34,14,5,12,87,3,124,36,12,13,5,11,30,31,28,0,0,0
10993,424,6,1,22,34,14,9,2,24,21,3,23,15,9,2,13,5,11,30,40,52,0,0
10994,331,6,1,7,10,17,62,2,144,3,124,62,2,13,5,11,76,38,27,0,0,0,0
10995,2504,6,1,22,37,17,8,2,24,21,3,47,39,8,2,13,5,11,82,9,27,0,0
10996,6666,6,57,7,10,14,35,2,176,177,3,47,146,29,35,2,13,5,11,73,36,25,0
10997,2436,6,93,7,10,17,26,11,160,167,3,23,15,4,44,5,30,16,31,35,52,0,0
10998,208,6,1,7,34,14,36,2,120,127,15,36,2,13,5,11,83,31,25,0,0,0,0
10999,5672,6,1,7,10,14,31,12,65,88,7,3,47,146,19,12,9,19,16,35,35,25,0
11000,541,6,1,7,34,14,8,2,103,110,3,15,29,58,5,12,20,79,35,28,0,0,0
11001,1016,6,1,7,10,14,4,18,43,42,3,29,15,4,18,30,16,19,12,74,4,28,0
11002,318,6,1,7,37,17,9,2,43,42,3,63,15,9,2,4,9,16,62,31,25,0,0
11003,328,6,1,7,10,14,40,2,103,115,53,3,15,41,40,2,20,77,31,28,0,0,0
11004,20,6,1,22,10,17,4,18,24,21,3,29,39,15,4,18,13,5,11,82,8,27,0
11005,317,6,1,7,10,17,4,18,23,143,141,184,4,18,13,5,11,77,26,27,0,0,0
11006,47,6,1,7,10,14,26,2,121,116,3,109,15,26,2,13,5,11,4,4,27,0,0
11007,3351,32,33,1,7,34,14,26,2,171,151,23,29,26,2,13,5,11,73,4,54,0,0
11008,20,66,57,56,49,8,2,282,3,63,8,2,13,5,11,4,38,28,0,0,0,0,0
11009,5625,6,1,22,10,17,26,16,24,21,3,101,8,12,9,19,16,80,19,27,0,0,0
11010,5732,6,1,22,10,17,4,18,24,21,3,99,15,4,18,13,5,11,80,40,27,0,0
11011,7658,6,1,7,10,14,4,18,119,3,23,15,4,18,9,19,16,31,30,28,0,0,0
11012,264,248,6,1,7,34,14,26,2,46,45,3,41,26,2,13,5,11,31,30,52,0,0
11013,20,6,1,22,49,4,16,24,21,3,47,39,15,4,16,13,5,11,77,31,25,0,0
11014,20,66,67,56,49,4,18,129,3,90,23,4,18,13,5,11,36,31,27,0,0,0,0
11015,1768,32,33,1,7,37,17,26,2,86,97,3,15,26,2,20,74,40,25,0,0,0,0
11016,20,6,93,7,10,17,8,16,43,42,3,23,58,15,8,16,13,5,11,19,4,25,0
11017,6141,6,57,7,10,14,4,18,48,21,86,172,47,15,4,18,5,30,16,26,30,52,0
11018,5099,32,33,1,22,10,14,8,12,24,21,3,23,15,9,12,4,9,16,19,30,28,0
11019,2387,6,1,7,34,14,4,18,104,3,41,15,4,18,13,5,11,69,8,54,0,0,0
11020,437,6,1,7,34,14,8,2,46,45,3,23,8,2,30,16,19,12,19,9,28,0,0
11021,2205,2205,6,1,22,10,17,4,44,24,85,84,3,47,9,12,9,19,16,9,19,25,0
11022,1751,6,1,7,10,14,4,44,46,45,145,105,23,15,19,12,30,16,19,12,64,26,25
11023,1980,6,1,7,10,17,4,44,881,46,45,68,8,12,13,5,11,71,4,27,0,0,0
11024,201,32,33,1,7,10,17,4,18,43,42,3,29,58,4,18,30,16,19,12,77,35,28
11025,502,6,1,7,34,14,8,2,119,46,45,15,29,8,2,9,19,16,62,30,28,0,0
11026,461,32,33,1,7,34,14,8,2,160,167,120,200,47,8,2,4,9,16,74,5,27,0
11027,179,6,1,7,34,14,4,18,103,115,53,3,15,41,4,18,13,5,11,40,30,52,0
11028,490,50,51,1,7,34,14,9,2,59,55,46,45,29,9,2,4,9,16,9,5,28,0
11029,2025,6,1,22,37,17,8,2,24,21,3,92,39,15,8,12,20,4,9,54,0,0,0
11030,262,6,1,7,37,17,5,12,46,45,3,23,15,35,12,30,16,19,12,8,8,25,0
11031,178,32,33,1,7,10,17,8,2,43,42,3,94,8,2,13,5,11,100,31,25,0,0
11032,836,32,33,1,7,34,14,26,2,152,105,15,29,26,2,4,9,16,26,38,25,0,0
11033,262,6,1,7,37,17,9,2,117,53,3,68,9,2,13,5,11,30,9,27,0,0,0
11034,1440,32,33,1,7,34,14,4,18,103,110,3,47,15,4,18,20,35,40,28,0,0,0
11035,3568,6,1,22,10,17,8,2,24,85,84,3,101,8,2,4,9,16,100,35,25,0,0
11036,755,1805,6,1,7,34,14,9,2,96,95,3,23,15,9,2,20,8,30,25,0,0,0
11037,20,6,57,22,34,14,9,2,107,3,302,102,9,2,13,5,11,72,38,27,0,0,0
11038,336,6,1,7,10,17,19,12,59,55,3,68,19,12,13,5,11,36,30,28,0,0,0
11039,325,50,51,1,7,34,14,40,12,299,287,211,182,98,15,29,38,12,20,9,31,28,0
11040,4287,6,1,7,10,14,9,2,48,21,3,23,15,9,2,13,5,11,31,38,28,0,0
11041,20,66,1,56,49,4,18,89,23,4,18,13,5,11,62,9,54,0,0,0,0,0,0
11042,20,6,93,22,10,17,8,11,24,21,3,47,15,8,11,13,5,11,78,9,27,0,0
11043,20,6,1,22,10,17,8,2,24,91,3,101,8,2,13,5,11,30,38,25,0,0,0
11044,911,6,1,7,37,17,36,2,119,3,15,41,36,2,13,5,11,35,40,25,0,0,0
11045,227,32,33,1,22,37,17,61,2,511,3,134,102,61,2,4,9,16,76,40,27,0,0
11046,1890,50,51,1,7,10,14,4,18,121,116,63,15,8,2,4,8,2,74,19,27,0,0
11047,3109,6,1,7,10,17,40,12,193,97,3,29,40,12,13,5,11,80,30,25,0,0,0
11048,264,32,33,1,22,10,14,8,2,107,3,147,102,8,2,13,5,11,35,5,25,0,0
11049,344,6,1,22,10,14,4,44,24,21,3,23,31,12,30,16,19,12,79,31,27,0,0
11050,1070,6,1,7,34,14,8,2,46,45,3,15,8,2,13,5,11,80,38,28,0,0,0
11051,8406,6,1,7,10,17,19,12,46,45,3,23,15,19,12,4,9,16,8,35,25,0,0
11052,637,6,1,7,34,14,9,2,114,3,47,118,9,2,30,16,19,12,64,36,25,0,0
11053,6163,6,1,7,10,14,4,18,48,21,3,29,41,4,18,13,5,11,30,9,27,0,0
11054,20,6,1,7,10,17,19,12,43,42,3,47,15,31,12,20,61,36,25,0,0,0,0
11055,4464,32,33,1,7,10,17,19,12,168,169,3,94,63,19,12,13,5,11,38,4,27,0
11056,271,1350,6,67,22,37,17,35,2,24,21,3,23,35,2,13,5,11,77,35,28,0,0
11057,247,6,1,7,10,17,35,12,59,55,3,23,41,35,12,13,5,11,38,8,27,0,0
11058,1014,32,33,1,7,34,14,30,2,86,125,3,90,30,2,13,5,11,82,19,25,0,0
11059,179,32,33,1,7,34,14,38,12,488,1361,65,55,29,35,12,9,19,16,8,30,25,0
11060,178,32,33,1,7,34,14,8,2,43,42,3,47,15,8,2,4,9,16,73,35,28,0
11061,207,6,1,7,10,17,9,2,103,115,53,3,29,15,9,2,19,30,12,19,35,25,0
11062,423,6,1,7,10,17,4,18,46,45,3,23,4,18,13,5,11,40,35,25,0,0,0
11063,20,6,57,7,10,14,35,12,176,177,43,42,63,118,15,35,12,13,5,11,73,4,25
11064,20,6,1,56,49,26,16,166,170,3,29,26,16,13,5,11,71,40,52,0,0,0,0
11065,740,6,1,7,10,17,26,12,47,159,3,47,15,26,12,13,5,11,31,8,28,0,0
11066,350,32,33,67,22,10,17,4,44,24,21,3,15,92,39,8,12,4,9,16,19,36,28
11067,136,32,33,1,7,37,17,38,12,47,159,3,47,15,19,12,20,82,30,27,0,0,0
11068,5208,6,1,22,10,14,4,44,24,21,3,29,39,15,4,44,4,9,16,35,31,27,0
11069,20,66,1,56,49,26,16,166,170,3,29,26,16,13,5,11,77,9,27,0,0,0,0
11070,153,6,1,7,10,17,8,12,59,55,23,143,141,63,15,8,12,13,5,11,81,9,54
11071,213,6,1,7,34,14,19,2,120,200,23,15,19,2,13,5,11,62,30,52,0,0,0
11072,734,50,51,1,7,10,14,9,2,59,55,23,41,9,2,13,5,11,36,26,25,0,0
11073,20,50,51,1,7,10,17,4,16,43,42,3,47,15,8,16,4,9,16,72,30,27,0
11074,422,6,1,7,10,14,26,12,59,55,291,47,15,31,12,4,9,16,31,19,25,0,0
11075,156,6,1,7,34,14,19,2,46,45,3,41,19,2,4,9,16,78,8,28,0,0,0
11076,1022,6,1,22,10,17,8,16,24,21,3,29,39,8,12,5,30,16,74,26,25,0,0
11077,7230,50,51,1,7,34,14,8,2,98,43,42,29,58,8,2,13,5,11,71,9,25,0
11078,1033,6,1,7,10,14,4,44,23,143,141,29,15,4,44,13,5,11,73,8,28,0,0
11079,2496,6,1,22,10,14,8,12,24,21,29,39,35,12,19,30,12,73,19,27,0,0,0
11080,2046,3682,6,1,7,10,17,5,12,43,42,3,29,36,12,13,5,11,79,8,28,0,0
11081,8749,6,1,7,10,14,8,2,48,21,144,29,58,8,2,13,5,11,40,9,28,0,0
11082,3662,1718,6,1,22,10,14,4,44,24,85,84,3,23,4,44,4,9,16,8,8,25,0
11083,20,66,57,56,49,8,2,129,3,90,23,8,2,13,5,11,38,19,28,0,0,0,0
11084,20,6,1,7,34,14,8,2,86,97,3,15,8,2,13,5,11,19,26,25,0,0,0
11085,516,6,1,7,37,17,4,18,204,205,3,23,41,40,12,20,82,38,27,0,0,0,0
11086,20,66,1,56,49,31,2,89,29,31,2,13,5,11,78,9,28,0,0,0,0,0,0
11087,2157,6,67,7,10,14,8,12,117,53,3,23,15,26,12,5,30,16,69,35,28,0,0
11088,384,6,1,7,10,17,4,44,59,55,3,41,8,12,13,5,11,78,19,25,0,0,0
11089,227,50,51,1,22,37,17,19,2,24,21,3,60,39,19,2,4,9,16,8,40,28,0
11090,20,6,1,22,10,14,8,2,24,21,3,29,39,8,2,13,5,11,4,35,52,0,0
11091,20,6,1,22,10,17,26,16,24,85,84,3,29,39,15,9,12,5,30,16,30,30,28
11092,749,6,1,22,10,14,4,44,24,21,3,29,39,8,12,5,30,16,9,19,27,0,0
11093,2865,32,33,1,22,34,14,36,12,24,21,3,15,29,39,9,12,20,35,19,25,0,0
11094,515,32,33,1,22,10,17,26,2,3645,170,3,111,26,2,4,9,16,62,19,28,0,0
11095,20,6,1,22,10,17,8,16,24,21,3,29,39,8,16,13,5,11,80,38,25,0,0
11096,20,66,1,56,49,4,18,89,23,29,4,18,13,5,11,62,9,54,0,0,0,0,0
11097,20,6,1,22,34,14,26,2,24,91,3,29,39,15,26,2,13,5,11,19,8,27,0
11098,589,6,1,7,34,14,4,18,87,91,3,23,15,4,18,13,5,11,61,26,28,0,0
11099,20,6,1,22,10,17,9,12,24,21,3,60,39,15,9,12,13,5,11,69,26,27,0
11100,388,50,51,1,7,37,17,9,2,86,97,3,124,9,2,20,5,8,54,0,0,0,0
11101,1335,32,33,1,7,37,17,31,2,48,21,3,41,15,31,2,13,5,11,4,38,25,0
11102,225,230,50,51,1,7,34,14,4,18,117,53,3,68,29,58,38,12,20,78,4,54,0
11103,20,66,67,56,49,31,12,129,3,29,31,12,13,5,11,72,9,27,0,0,0,0,0
11104,357,32,33,1,7,34,14,4,18,149,86,97,15,90,4,18,20,77,36,27,0,0,0
11105,271,5623,32,33,1,22,10,14,4,18,24,21,3,23,4,18,5,30,16,31,40,25,0
11106,392,6,1,7,10,14,8,2,48,21,3,92,8,2,9,19,16,71,26,27,0,0,0
11107,238,32,33,1,22,34,14,9,2,24,21,3,15,9,2,4,9,16,30,4,27,0,0
11108,20,6,1,7,10,14,9,2,132,133,3,68,9,2,13,5,11,5,5,25,0,0,0
11109,466,6,67,7,10,14,36,2,123,123,3,29,36,2,9,19,16,73,19,27,0,0,0
11110,1114,6,1,7,10,14,8,2,191,192,3,90,15,8,2,13,5,11,81,9,25,0,0
11111,4150,6,1,7,10,14,19,12,128,3,23,60,19,12,13,5,11,4,30,27,0,0,0
11112,2595,6961,6,1,22,10,14,8,12,24,21,3,23,19,12,30,16,19,12,69,35,25,0
11113,4754,6,1,7,34,14,30,2,46,45,168,169,47,41,30,2,13,5,11,31,8,54,0
11114,20,6,1,22,10,17,4,18,24,21,3,111,4,18,13,5,11,19,4,54,0,0,0
11115,528,50,51,1,7,37,17,8,2,46,45,3,29,58,15,8,2,13,5,11,77,8,27
11116,8180,32,33,57,22,10,14,9,12,24,21,3,29,39,26,12,13,5,11,31,9,28,0
11117,276,6,1,7,37,17,8,2,59,55,3,92,8,2,4,9,16,74,5,27,0,0,0
11118,724,6,1,7,10,17,31,2,48,21,3,29,58,31,2,9,19,16,35,26,25,0,0
11119,3349,32,33,1,22,34,14,8,12,107,3,147,102,8,12,20,36,8,54,0,0,0,0
11120,736,32,33,1,7,37,17,4,18,103,43,42,53,3,122,4,18,20,81,9,54,0,0
11121,532,32,33,1,7,34,14,35,12,46,45,3,23,15,35,12,13,5,11,71,4,54,0
11122,20,6,1,22,49,8,16,24,21,3,92,39,8,16,13,5,11,81,38,28,0,0,0
11123,421,32,33,1,7,10,17,4,44,131,53,48,21,122,15,8,12,13,5,11,70,19,27
11124,3646,6,1,7,10,17,9,2,65,88,7,3,68,9,2,13,5,11,79,36,27,0,0
11125,828,6,1,7,10,14,4,18,48,21,3,41,4,18,9,19,16,78,5,27,0,0,0
11126,20,6,1,7,10,17,8,12,43,42,3,23,15,8,12,13,5,11,70,35,28,0,0
11127,1348,6,1,7,37,17,5,2,168,169,46,45,122,41,5,2,13,5,11,8,30,25,0
11128,955,6,1,7,37,17,8,2,46,45,23,8,2,13,5,11,5,5,25,0,0,0,0
11129,2761,6,1,7,37,17,8,2,43,42,3,29,58,15,8,2,20,4,31,25,0,0,0
11130,2613,32,33,1,22,10,17,4,18,24,21,3,101,4,18,9,19,16,82,31,28,0,0
11131,20,6,67,22,49,26,16,24,21,3,60,39,26,16,13,5,11,36,19,25,0,0,0
11132,20,32,33,1,22,10,17,4,44,24,21,3,99,8,12,4,9,16,31,19,27,0,0
11133,738,6,1,7,10,17,4,18,43,42,3,29,15,4,18,5,30,16,9,38,27,0,0
11134,7545,6,1,22,10,17,4,44,24,21,3,99,8,12,5,30,16,5,40,25,0,0,0
11135,20,6,1,22,10,17,8,2,24,21,3,60,39,8,2,13,5,11,40,4,27,0,0
11136,1518,6,1,7,34,14,4,18,96,53,3,41,15,8,2,13,5,11,80,40,27,0,0
11137,148,163,164,67,7,10,14,4,44,48,91,3,23,15,4,44,13,5,11,69,19,27,0
11138,551,50,51,1,7,37,17,31,2,1287,3,23,31,2,13,5,11,9,36,28,0,0,0
11139,658,32,33,1,7,34,14,9,2,46,45,3,23,9,2,20,64,8,54,0,0,0,0
11140,246,6,1,7,37,17,35,12,46,45,216,23,15,4,18,30,16,19,12,38,40,28,0
11141,2551,6,1,7,34,14,8,2,48,21,3,29,8,2,13,5,11,26,9,27,0,0,0
11142,20,6,57,7,34,14,26,2,46,45,3,108,26,2,13,5,11,76,26,25,0,0,0
11143,5976,6,1,7,10,14,9,2,65,88,7,3,15,23,9,2,13,5,11,5,30,25,0
11144,918,50,51,1,7,37,17,38,2,65,88,7,3,68,38,2,4,9,16,80,9,25,0
11145,20,32,33,1,7,10,14,13,2,48,21,3,23,15,8,11,13,5,11,72,31,28,0
11146,376,6,1,22,10,17,4,44,24,85,84,3,29,39,15,8,12,4,9,16,30,40,52
11147,356,6,1,7,34,14,9,2,194,53,3,23,41,9,2,13,5,11,82,5,28,0,0
11148,7156,32,33,1,7,37,17,9,2,130,55,3,41,9,2,13,5,11,69,8,25,0,0
11149,20,6,1,7,10,14,71,2,46,45,3,94,71,2,13,5,11,4,26,28,0,0,0
11150,439,32,33,1,22,10,17,4,44,24,85,84,3,23,4,44,4,9,16,8,38,28,0
11151,20,6,1,7,10,14,9,12,144,104,29,26,12,13,5,11,62,19,27,0,0,0,0
11152,20,6,1,7,10,17,4,44,65,88,7,3,29,92,4,44,13,5,11,5,19,28,0
11153,20,6,1,22,10,17,8,2,24,21,3,111,8,2,13,5,11,64,40,52,0,0,0
11154,594,6,1,7,34,14,26,2,121,116,3,15,23,26,2,4,9,16,64,5,27,0,0
11155,142,6,1,7,10,14,40,12,103,115,53,3,15,29,40,12,13,5,11,64,19,27,0
11156,396,32,33,1,7,10,17,26,12,126,53,3,47,41,26,12,13,5,11,19,4,27,0
11157,20,6,1,22,10,17,26,16,24,21,3,15,8,12,5,30,16,36,5,28,0,0,0
11158,20,6,93,22,49,9,11,24,21,3,29,9,11,13,5,11,100,31,25,0,0,0,0
11159,631,32,33,1,7,37,17,9,2,115,122,15,9,2,20,5,30,27,0,0,0,0,0
11160,464,6,1,7,10,17,4,18,43,42,3,15,41,4,18,4,9,16,8,36,27,0,0
11161,3313,6,1,7,10,17,4,18,191,192,3,15,4,18,19,30,12,81,5,28,0,0,0
11162,4047,6,1,7,34,14,30,2,98,3,15,63,30,2,13,5,11,81,19,25,0,0,0
11163,20,6,1,22,34,14,31,2,24,21,3,23,15,31,2,13,5,11,26,40,27,0,0
11164,1000,6,1,7,37,17,9,2,175,53,23,15,9,2,19,30,12,82,31,25,0,0,0
11165,20,6,93,7,10,17,4,16,46,45,59,55,23,4,44,5,30,16,72,31,27,0,0
11166,712,163,164,67,7,10,17,31,12,114,3,23,29,31,12,13,5,11,9,30,25,0,0
11167,253,6,1,7,37,17,8,2,43,42,3,29,15,4,18,20,9,38,28,0,0,0,0
11168,246,32,33,1,7,37,17,4,18,59,55,3,29,15,4,18,13,5,11,5,8,54,0
11169,50,51,1,7,34,14,9,2,59,55,65,88,7,23,41,9,2,13,5,11,62,40,28
11170,2597,32,33,1,7,34,14,8,2,46,45,3,23,15,8,2,13,5,11,72,40,27,0
11171,20,6,1,22,10,17,26,12,24,85,84,3,29,39,15,26,12,13,5,11,80,36,25
11172,290,6,57,7,10,14,9,2,104,3,68,9,2,13,5,11,40,38,25,0,0,0,0
11173,20,66,67,56,49,4,18,89,3,29,4,18,13,5,11,78,31,27,0,0,0,0,0
11174,20,6,93,7,10,17,4,138,46,45,3,109,15,4,44,5,30,16,5,9,25,0,0
11175,768,32,33,1,22,10,14,4,44,24,21,3,47,8,12,9,19,16,72,35,52,0,0
11176,173,6,1,7,34,14,9,2,43,42,3,47,190,15,9,2,13,5,11,76,40,27,0
11177,1472,6,1,7,10,14,8,2,42,53,3,122,15,8,2,5,30,16,81,5,25,0,0
11178,2517,32,33,1,22,34,14,8,2,24,21,3,23,8,2,5,30,16,26,19,28,0,0
11179,106,6,1,22,10,14,4,44,24,21,3,29,39,8,12,9,19,16,69,30,25,0,0
11180,418,6,67,22,37,17,35,2,24,21,3,101,15,35,2,13,5,11,38,19,27,0,0
11181,2369,6,1,7,34,14,31,2,605,606,3,15,23,19,2,5,30,16,70,40,27,0,0
11182,1439,32,33,67,7,10,14,4,18,48,21,3,23,15,4,18,20,78,19,27,0,0,0
11183,20,6,1,7,10,17,8,12,46,45,3,94,15,9,12,4,9,16,79,19,28,0,0
11184,208,6,1,7,10,14,4,18,47,159,3,47,15,4,18,13,5,11,36,8,25,0,0
11185,6391,50,51,1,7,10,14,31,2,478,3,29,31,2,4,9,16,80,35,28,0,0,0
11186,5655,6,1,7,10,14,5,12,98,3,15,23,4,18,19,30,12,5,36,27,0,0,0
11187,264,32,33,1,56,34,14,4,18,227,7315,1062,90,4,18,9,19,16,81,9,27,0,0
11188,229,32,33,1,7,34,14,8,2,46,45,3,63,41,8,2,30,16,19,12,30,19,28
11189,830,32,33,1,22,34,14,8,2,24,91,3,29,39,8,2,13,5,11,19,8,28,0
11190,397,6,1,7,10,14,4,18,65,55,65,88,7,29,15,4,18,4,9,16,4,4,27
11191,20,6,57,22,10,17,31,2,24,21,3,23,31,2,13,5,11,62,30,25,0,0,0
11192,2065,32,33,1,22,10,17,8,12,24,21,3,29,39,8,12,13,5,11,38,38,27,0
11193,1335,6,1,7,10,14,8,2,414,3,63,23,8,2,13,5,11,36,30,27,0,0,0
11194,1417,50,51,1,7,37,17,8,2,48,21,3,29,15,8,2,30,16,19,12,26,35,25
11195,20,6,1,22,49,8,16,24,21,3,60,39,8,16,13,5,11,72,31,25,0,0,0
11196,1758,6,1,7,10,14,4,18,119,3,23,15,4,18,9,19,16,74,30,28,0,0,0
11197,692,32,33,1,7,37,17,4,18,48,21,3,23,15,4,18,13,5,11,83,31,27,0
11198,1366,32,33,1,7,10,17,4,18,47,159,3,47,4,18,13,5,11,71,9,54,0,0
11199,590,6,1,7,10,17,8,2,43,42,3,29,15,8,2,30,16,19,12,64,31,25,0
11200,20,6,67,22,10,17,4,18,24,21,3,47,15,4,18,20,83,5,25,0,0,0,0
11201,2004,32,33,57,7,10,17,9,2,46,45,3,29,9,2,13,5,11,82,9,27,0,0
11202,266,32,33,1,7,10,17,8,2,23,41,105,3,23,41,8,2,9,19,16,76,26,28
11203,2032,32,33,1,7,37,17,9,2,231,3,41,15,9,2,13,5,11,82,5,28,0,0
11204,20,6,67,56,49,8,2,265,3,23,15,8,2,13,5,11,4,26,54,0,0,0,0
11205,20,6,1,22,37,17,8,2,24,21,3,47,15,8,2,13,5,11,71,31,27,0,0
11206,20,6,93,22,49,4,138,24,21,3,15,26,11,13,5,11,64,19,25,0,0,0,0
11207,327,32,33,1,7,34,14,4,18,98,3,29,58,4,18,13,5,11,5,19,28,0,0
11208,1552,6,1,7,10,14,26,12,87,117,53,15,23,26,12,13,5,11,9,35,52,0,0
11209,20,66,57,56,49,4,18,129,3,109,4,18,13,5,11,4,31,25,0,0,0,0,0
11210,543,32,33,1,7,10,17,4,18,43,42,3,15,41,4,18,30,16,19,12,73,40,28
11211,742,32,33,1,22,37,17,35,2,511,3,134,102,35,2,19,30,12,70,9,25,0,0
11212,20,6,1,22,10,17,9,12,24,85,84,3,23,15,9,12,13,5,11,80,38,25,0
11213,173,32,33,1,7,10,14,4,18,121,116,59,55,63,15,4,18,13,5,11,72,5,27
11214,860,6,1,22,10,14,26,16,24,21,3,92,26,16,13,5,11,19,40,27,0,0,0
11215,939,6,1,7,10,14,8,12,48,21,3,23,41,9,12,13,5,11,30,30,25,0,0
11216,619,6,1,7,10,17,8,2,121,116,92,63,8,2,20,81,9,54,0,0,0,0,0
11217,2604,6,1,22,10,14,8,12,24,21,3,23,8,12,4,9,16,36,35,27,0,0,0
11218,1386,32,33,1,7,34,14,26,2,87,3,94,31,2,4,9,16,26,31,28,0,0,0
11219,567,50,51,1,7,10,17,26,2,375,55,3,29,58,26,2,19,30,12,76,9,25,0
11220,891,6,67,22,10,14,8,2,24,21,3,60,39,8,2,13,5,11,79,31,27,0,0
11221,347,32,33,1,7,34,14,8,12,87,212,86,97,108,4,44,20,26,36,25,0,0,0
11222,770,6,1,7,10,14,9,2,231,3,23,41,9,2,4,9,16,40,35,27,0,0,0
11223,407,6,1,22,34,14,35,2,24,21,3,60,39,35,2,13,5,11,81,30,25,0,0
11224,482,6,1,7,37,17,31,2,46,45,3,23,31,2,20,30,36,27,0,0,0,0,0
11225,1305,6,57,22,10,14,8,2,24,21,3,15,8,2,4,9,16,40,30,52,0,0,0
11226,2011,6,1,7,10,14,4,18,65,140,3,23,41,4,18,4,9,16,72,40,52,0,0
11227,487,50,51,1,7,10,14,4,18,43,42,3,23,4,18,13,5,11,62,9,54,0,0
11228,6740,6,67,22,37,17,35,2,24,91,3,47,39,35,2,13,5,11,70,19,27,0,0
11229,2056,6,1,7,10,14,5,12,851,53,3,23,36,12,13,5,11,69,35,25,0,0,0
11230,342,32,33,1,7,37,17,4,18,43,42,3,29,190,15,4,18,20,79,9,25,0,0
11231,199,6,1,7,10,14,5,12,46,45,3,23,15,4,18,30,16,19,12,4,35,28,0
11232,237,6,1,7,10,14,8,12,43,42,3,15,41,9,12,4,9,16,69,26,25,0,0
11233,3900,50,51,1,7,10,17,9,2,851,53,3,23,15,9,2,9,19,16,30,40,52,0
11234,620,6,1,7,10,14,4,44,65,88,7,3,41,26,12,30,16,19,12,74,40,27,0
11235,32,33,1,22,10,17,4,18,24,21,3,111,47,39,4,18,30,16,19,12,70,8,28
11236,395,6,1,7,34,14,4,18,43,42,3,15,47,4,18,9,19,16,30,31,25,0,0
11237,20,6,1,56,10,17,4,18,166,2226,15,23,4,18,13,5,11,72,9,25,0,0,0
11238,1346,32,33,1,56,10,17,8,2,579,3,29,15,8,2,13,5,11,76,30,27,0,0
11239,6340,32,33,67,22,10,14,8,2,24,85,84,3,47,39,8,2,13,5,11,36,30,52
11240,1643,6,1,7,37,17,31,2,291,3,94,31,2,30,16,19,12,80,31,27,0,0,0
11241,148,32,33,1,7,34,14,19,2,43,42,3,29,15,19,2,13,5,11,36,9,25,0
11242,5832,6,1,22,10,14,8,12,24,21,3,29,39,15,8,12,13,5,11,81,30,28,0
11243,20,6,67,7,10,14,4,18,168,169,3,29,41,4,18,13,5,11,61,31,25,0,0
11244,337,50,51,1,7,10,14,8,2,59,55,23,41,9,2,19,30,12,64,4,25,0,0
11245,3921,3921,6,1,7,37,17,8,2,42,53,15,8,2,13,5,11,100,9,28,0,0,0
11246,20,6,1,22,10,17,4,44,24,21,3,29,39,15,8,12,9,19,16,69,36,28,0
11247,1474,6,1,7,37,17,62,2,117,53,3,23,15,62,2,4,9,16,40,30,28,0,0
11248,183,32,33,1,22,10,17,8,12,24,21,3,29,39,15,8,12,13,5,11,38,38,27
11249,906,32,33,1,7,37,17,8,2,98,3,23,15,8,2,5,30,16,9,9,27,0,0
11250,436,6,1,7,10,17,8,2,43,42,3,47,15,8,2,19,30,12,81,40,52,0,0
11251,162,6,1,7,37,17,8,2,43,42,3,29,58,15,8,2,20,82,8,28,0,0,0
11252,20,66,57,56,49,8,2,282,3,29,8,2,13,5,11,64,31,28,0,0,0,0,0
11253,1260,32,33,1,7,34,14,8,2,65,88,7,3,68,8,2,20,30,9,28,0,0,0
11254,51,1,7,34,14,9,2,103,115,53,3,29,58,15,26,2,30,16,19,12,82,38,28
11255,313,1040,6,1,22,10,17,4,44,24,21,3,60,39,4,44,13,5,11,36,19,28,0
11256,1387,32,33,1,22,37,17,8,2,107,3,47,102,8,2,4,9,16,73,40,25,0,0
